id,key,km,en,group,description,is_active,created_at,updated_at
245,This report shows how students are distributed across different skill levels in Khmer and Math subjects. Each level represents a specific learning milestone:,របាយការណ៍នេះបង្ហាញពីរបៀបដែលសិស្សត្រូវបានបែងចែកនៅកម្រិតជំនាញផ្សេងៗគ្នានៅក្នុងមុខវិជ្ជាខ្មែរ និងគណិតវិទ្យា។ កម្រិតនីមួយៗតំណាងឱ្យចំណុចសម្គាល់នៃការរៀនសូត្រជាក់លាក់មួយ៖,This report shows how students are distributed across different skill levels in Khmer and Math subjects. Each level represents a specific learning milestone:,general,,t,2025-09-04 07:55:06,2025-09-04 07:55:06
246,Khmer Levels,កម្រិតខ្មែរ,Khmer Levels,general,,t,2025-09-04 07:55:06,2025-09-04 07:55:06
247,Cannot read letters or words,មិនអាចអានអក្សរ ឬពាក្យបាន,Cannot read letters or words,general,,t,2025-09-04 07:55:06,2025-09-04 07:55:06
248,Can identify individual letters,អាចសម្គាល់អក្សរនីមួយៗបាន,Can identify individual letters,general,,t,2025-09-04 07:55:06,2025-09-04 07:55:06
249,Can read simple words,អាចអានពាក្យសាមញ្ញបាន,Can read simple words,general,,t,2025-09-04 07:55:06,2025-09-04 07:55:06
250,Can read simple paragraphs,អាចអានកថាខណ្ឌសាមញ្ញបាន,Can read simple paragraphs,general,,t,2025-09-04 07:55:06,2025-09-04 07:55:06
251,Can read complete stories,អាចអានរឿងពេញលេញបាន,Can read complete stories,general,,t,2025-09-04 07:55:06,2025-09-04 07:55:06
252,Basic reading comprehension,ការយល់ដឹងការអានមូលដ្ឋាន,Basic reading comprehension,general,,t,2025-09-04 07:55:06,2025-09-04 07:55:06
253,Advanced reading comprehension,ការយល់ដឹងការអានកម្រិតខ្ពស់,Advanced reading comprehension,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
254,Math Levels,កម្រិតគណិតវិទ្យា,Math Levels,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
255,Cannot perform basic math operations,មិនអាចធ្វើប្រមាណវិធីគណិតវិទ្យាមូលដ្ឋានបាន,Cannot perform basic math operations,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
256,Can work with single-digit numbers,អាចធ្វើការជាមួយលេខឯកតួបាន,Can work with single-digit numbers,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
257,Can work with two-digit numbers,អាចធ្វើការជាមួយលេខពីរតួបាន,Can work with two-digit numbers,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
258,Can perform subtraction operations,អាចធ្វើប្រមាណវិធីដកបាន,Can perform subtraction operations,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
259,Can perform division operations,អាចធ្វើប្រមាណវិធីចែកបាន,Can perform division operations,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
260,Can solve mathematical word problems,អាចដោះស្រាយបញ្ហាគណិតវិទ្យាជាពាក្យបាន,Can solve mathematical word problems,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
261,Assessment Cycles,វដ្តវាយតម្លៃ,Assessment Cycles,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
262,Initial assessment to determine starting skill levels,ការវាយតម្លៃដំបូងដើម្បីកំណត់កម្រិតជំនាញចាប់ផ្តើម,Initial assessment to determine starting skill levels,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
263,Mid-program assessment to track progress,ការវាយតម្លៃកណ្តាលកម្មវិធីដើម្បីតាមដានវឌ្ឍនភាព,Mid-program assessment to track progress,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
264,Final assessment to measure overall improvement,ការវាយតម្លៃចុងក្រោយដើម្បីវាស់វែងការធ្វើឱ្យប្រសើរឡើងជាទូទៅ,Final assessment to measure overall improvement,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
265,Khmer Performance by Level,ការអនុវត្តខ្មែរតាមកម្រិត,Khmer Performance by Level,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
266,Math Performance by Level,ការអនុវត្តគណិតវិទ្យាតាមកម្រិត,Math Performance by Level,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
267,Performance by Level,ការអនុវត្តតាមកម្រិត,Performance by Level,general,,t,2025-09-04 07:55:07,2025-09-04 07:55:07
268,What this shows,អ្វីដែលវាបង្ហាញ,What this shows,general,,t,2025-09-04 07:55:08,2025-09-04 07:55:08
269,Distribution of students across Khmer reading levels. Colors progress from red (lowest) to teal (highest) to visually represent skill progression.,ការបែងចែកសិស្សនៅកម្រិតការអានខ្មែរ។ ពណ៌វិវឌ្ឍនភាពពីក្រហម (ទាបបំផុត) ទៅ teal (ខ្ពស់បំផុត) ដើម្បីបង្ហាញការវិវឌ្ឍនភាពជំនាញដោយមើលឃើញ។,Distribution of students across Khmer reading levels. Colors progress from red (lowest) to teal (highest) to visually represent skill progression.,general,,t,2025-09-04 07:55:08,2025-09-04 07:55:08
270,Distribution of students across Math skill levels. Colors progress from red (lowest) to emerald (highest) to visually represent skill progression.,ការបែងចែកសិស្សនៅកម្រិតជំនាញគណិតវិទ្យា។ ពណ៌វិវឌ្ឍនភាពពីក្រហម (ទាបបំផុត) ទៅ emerald (ខ្ពស់បំផុត) ដើម្បីបង្ហាញការវិវឌ្ឍនភាពជំនាញដោយមើលឃើញ។,Distribution of students across Math skill levels. Colors progress from red (lowest) to emerald (highest) to visually represent skill progression.,general,,t,2025-09-04 07:55:08,2025-09-04 07:55:08
271,Distribution of students across Khmer reading levels. Each student is assessed and placed at the level that best matches their reading ability.,ការបែងចែកសិស្សនៅកម្រិតការអានខ្មែរ។ សិស្សនីមួយៗត្រូវបានវាយតម្លៃ និងដាក់នៅកម្រិតដែលត្រូវគ្នានឹងសមត្ថភាពអានរបស់ពួកគេបំផុត។,Distribution of students across Khmer reading levels. Each student is assessed and placed at the level that best matches their reading ability.,general,,t,2025-09-04 07:55:08,2025-09-04 07:55:08
309,1-Digit,១ តួ,1-Digit,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
310,2-Digit,២ តួ,2-Digit,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
272,Distribution of students across Math skill levels. Each student is assessed and placed at the level that best matches their mathematical ability.,ការបែងចែកសិស្សនៅកម្រិតជំនាញគណិតវិទ្យា។ សិស្សនីមួយៗត្រូវបានវាយតម្លៃ និងដាក់នៅកម្រិតដែលត្រូវគ្នានឹងសមត្ថភាពគណិតវិទ្យារបស់ពួកគេបំផុត។,Distribution of students across Math skill levels. Each student is assessed and placed at the level that best matches their mathematical ability.,general,,t,2025-09-04 07:55:08,2025-09-04 07:55:08
273,Color coding,កំណត់ពណ៌,Color coding,general,,t,2025-09-04 07:55:08,2025-09-04 07:55:08
274,Colors progress from red (beginner) to green/teal (advanced) to show skill progression.,ពណ៌វិវឌ្ឍនភាពពីក្រហម (ចាប់ផ្តើម) ទៅបៃតង/teal (កម្រិតខ្ពស់) ដើម្បីបង្ហាញការវិវឌ្ឍនភាពជំនាញ។,Colors progress from red (beginner) to green/teal (advanced) to show skill progression.,general,,t,2025-09-04 07:55:08,2025-09-04 07:55:08
275,Level,កម្រិត,Level,general,,t,2025-09-04 07:55:08,2025-09-04 07:55:08
276,Number of Students,ចំនួនសិស្ស,Number of Students,general,,t,2025-09-04 07:55:08,2025-09-04 07:55:08
277,Percentage,ភាគរយ,Percentage,general,,t,2025-09-04 07:55:08,2025-09-04 07:55:08
278,Total,សរុប,Total,general,,t,2025-09-04 07:55:08,2025-09-04 07:55:08
279,Khmer reading skill level,កម្រិតជំនាញអានខ្មែរ,Khmer reading skill level,general,,t,2025-09-04 07:55:08,2025-09-04 07:55:08
280,Math skill level,កម្រិតជំនាញគណិតវិទ្យា,Math skill level,general,,t,2025-09-04 07:55:08,2025-09-04 07:55:08
281,Skill level determined by assessment,កម្រិតជំនាញកំណត់ដោយការវាយតម្លៃ,Skill level determined by assessment,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
282,Total students assessed at this level,សិស្សសរុបដែលបានវាយតម្លៃនៅកម្រិតនេះ,Total students assessed at this level,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
283,Percentage of all Khmer assessments,ភាគរយនៃការវាយតម្លៃខ្មែរទាំងអស់,Percentage of all Khmer assessments,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
284,Percentage of all Math assessments,ភាគរយនៃការវាយតម្លៃគណិតវិទ្យាទាំងអស់,Percentage of all Math assessments,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
285,Percentage of all assessments for this subject,ភាគរយនៃការវាយតម្លៃទាំងអស់សម្រាប់មុខវិជ្ជានេះ,Percentage of all assessments for this subject,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
286,How to Interpret This Data,របៀបបកស្រាយទិន្នន័យនេះ,How to Interpret This Data,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
287,Higher level distributions,ការបែងចែកកម្រិតខ្ពស់,Higher level distributions,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
288,More students at advanced levels indicates stronger overall performance,សិស្សច្រើននៅកម្រិតខ្ពស់បង្ហាញពីការអនុវត្តជាទូទៅកាន់តែល្អ,More students at advanced levels indicates stronger overall performance,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
289,Beginner concentrations,ការប្រមូលផ្តុំអ្នកចាប់ផ្តើម,Beginner concentrations,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
290,Large numbers at beginner level may indicate need for foundational support,ចំនួនច្រើននៅកម្រិតចាប់ផ្តើមអាចបង្ហាញពីតម្រូវការសម្រាប់ការគាំទ្រមូលដ្ឋាន,Large numbers at beginner level may indicate need for foundational support,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
291,Even distributions,ការបែងចែកស្មើ,Even distributions,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
292,Students spread across levels suggests mixed abilities requiring differentiated instruction,សិស្សបែកបាក់នៅកម្រិតផ្សេងៗបង្ហាញពីសមត្ថភាពចម្រុះដែលត្រូវការការបង្រៀនខុសៗគ្នា,Students spread across levels suggests mixed abilities requiring differentiated instruction,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
293,Filter usage,ការប្រើប្រាស់តម្រង,Filter usage,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
294,"Use school, subject, and cycle filters to analyze specific groups or track progress over time",ប្រើតម្រងសាលា មុខវិជ្ជា និងវដ្តដើម្បីវិភាគក្រុមជាក់លាក់ ឬតាមដានវឌ្ឍនភាពតាមពេលវេលា,"Use school, subject, and cycle filters to analyze specific groups or track progress over time",general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
295,Export Options,ជម្រើសនាំចេញ,Export Options,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
296,"Save charts and data for presentations, reports, or further analysis.",រក្សាទុកតារាង និងទិន្នន័យសម្រាប់ការបង្ហាញ របាយការណ៍ ឬការវិភាគបន្ថែម។,"Save charts and data for presentations, reports, or further analysis.",general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
297,Export Charts as Images,នាំចេញតារាងជារូបភាព,Export Charts as Images,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
298,Print Report,បោះពុម្ពរបាយការណ៍,Print Report,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
299,Student Distribution by Level,ការបែងចែកសិស្សតាមកម្រិត,Student Distribution by Level,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
300,Skill Level,កម្រិតជំនាញ,Skill Level,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
301,Beginner to Advanced,ពីចាប់ផ្តើមទៅកម្រិតខ្ពស់,Beginner to Advanced,general,,t,2025-09-04 07:55:09,2025-09-04 07:55:09
302,Beginner,ចាប់ផ្តើម,Beginner,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
303,Letter,អក្សរ,Letter,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
304,Word,ពាក្យ,Word,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
305,Paragraph,កថាខណ្ឌ,Paragraph,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
306,Story,រឿង,Story,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
311,Subtraction,ដក,Subtraction,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
312,Division,ចែក,Division,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
313,Word Problem,បញ្ហាពាក្យ,Word Problem,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
314,Khmer,ខ្មែរ,Khmer,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
315,Math,គណិតវិទ្យា,Math,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
316,School,សាលា,School,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
317,Subject,មុខវិជ្ជា,Subject,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
318,Understanding School Comparisons,យល់ដឹងអំពីការប្រៀបធៀបសាលា,Understanding School Comparisons,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
319,This report compares student performance across different schools for a specific subject and assessment cycle. It helps identify:,របាយការណ៍នេះប្រៀបធៀបការអនុវត្តរបស់សិស្សទូទាំងសាលាផ្សេងៗគ្នាសម្រាប់មុខវិជ្ជា និងវដ្តវាយតម្លៃជាក់លាក់មួយ។ វាជួយកំណត់អត្តសញ្ញាណ៖,This report compares student performance across different schools for a specific subject and assessment cycle. It helps identify:,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
320,Schools with higher concentrations of advanced students,សាលាដែលមានការប្រមូលផ្តុំខ្ពស់នៅសិស្សកម្រិតខ្ពស់,Schools with higher concentrations of advanced students,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
321,Schools that may need additional support for foundational skills,សាលាដែលអាចត្រូវការការគាំទ្របន្ថែមសម្រាប់ជំនាញមូលដ្ឋាន,Schools that may need additional support for foundational skills,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
322,Distribution patterns that inform resource allocation,លំនាំការបែងចែកដែលផ្តល់ព័ត៌មានការបែងចែកធនធាន,Distribution patterns that inform resource allocation,general,,t,2025-09-04 07:55:10,2025-09-04 07:55:10
323,Performance variations across the school network,ការប្រែប្រួលការអនុវត្តនៅទូទាំងបណ្តាញសាលា,Performance variations across the school network,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
324,How to Read the Charts and Tables,របៀបអានគំនូសតាង និងតារាង,How to Read the Charts and Tables,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
325,Stacked Bar Chart,គំនូសតាងរបារជង់,Stacked Bar Chart,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
326,Each bar represents one school,របារនីមួយៗតំណាងឱ្យសាលាមួយ,Each bar represents one school,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
327,"Colors show skill levels (red=beginner, green/teal=advanced)","ពណ៌បង្ហាញកម្រិតជំនាញ (ក្រហម=ដំបូង, បៃតង/បៃតងទឹកសមុទ្រ=កម្រិតខ្ពស់)","Colors show skill levels (red=beginner, green/teal=advanced)",general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
328,Bar height shows total students assessed,កម្ពស់របារបង្ហាញចំនួនសិស្សដែលបានវាយតម្លៃសរុប,Bar height shows total students assessed,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
329,Color proportions show level distribution,សមាមាត្រពណ៌បង្ហាញការបែងចែកកម្រិត,Color proportions show level distribution,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
330,Comparison Table,តារាងប្រៀបធៀប,Comparison Table,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
331,Numbers show student counts at each level,លេខបង្ហាញចំនួនសិស្សនៅកម្រិតនីមួយៗ,Numbers show student counts at each level,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
332,Percentages show proportion of school total,ភាគរយបង្ហាញសមាមាត្រនៃចំនួនសរុបសាលា,Percentages show proportion of school total,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
333,Compare across rows to see school differences,ប្រៀបធៀបតាមជួរដេកដើម្បីមើលភាពខុសគ្នារបស់សាលា,Compare across rows to see school differences,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
334,Compare within columns to see level concentrations,ប្រៀបធៀបក្នុងជួរឈរដើម្បីមើលការប្រមូលផ្តុំកម្រិត,Compare within columns to see level concentrations,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
335,Student Distribution by School and Level,ការបែងចែកសិស្សតាមសាលា និងកម្រិត,Student Distribution by School and Level,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
336,Chart interpretation,ការបកស្រាយគំនូសតាង,Chart interpretation,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
337,Each school is represented by a stacked bar. Taller bars indicate more students assessed. The color distribution within each bar shows how students are distributed across skill levels.,សាលានីមួយៗត្រូវបានតំណាងដោយរបារជង់។ របារខ្ពស់បង្កើតបង្ហាញថាសិស្សច្រើនជាងត្រូវបានវាយតម្លៃ។ ការបែងចែកពណ៌នៅក្នុងរបារនីមួយៗបង្ហាញពីរបៀបដែលសិស្សត្រូវបានបែងចែកនៅទូទាំងកម្រិតជំនាញ។,Each school is represented by a stacked bar. Taller bars indicate more students assessed. The color distribution within each bar shows how students are distributed across skill levels.,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
338,Look for,មើលរក,Look for,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
339,"Schools with more green/teal (advanced levels) vs red/yellow (beginner levels), and schools with similar total heights but different color distributions.",សាលាដែលមានពណ៌បៃតង/បៃតងទឹកសមុទ្រច្រើនជាង (កម្រិតខ្ពស់) ធៀបនឹងក្រហម/លឿង (កម្រិតដំបូង) និងសាលាដែលមានកម្ពស់សរុបស្រដៀងគ្នាប៉ុន្តែការបែងចែកពណ៌ផ្សេងគ្នា។,"Schools with more green/teal (advanced levels) vs red/yellow (beginner levels), and schools with similar total heights but different color distributions.",general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
340,How We Calculate Impact,របៀបដែលយើងគណនាផលប៉ះពាល់,How We Calculate Impact,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
341,Baseline Percentage,ភាគរយមូលដ្ឋាន,Baseline Percentage,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
342,Latest Percentage,ភាគរយចុងក្រោយ,Latest Percentage,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
343,Mentoring Visits vs Performance Improvement,ការចូលរួមណែនាំ ធៀបនឹង ការកែលម្អការអនុវត្ត,Mentoring Visits vs Performance Improvement,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
344,School Impact Summary,សង្ខេបផលប៉ះពាល់សាលា,School Impact Summary,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
345,Understanding the Data:,ការយល់ដឹងទិន្នន័យ៖,Understanding the Data:,general,,t,2025-09-04 07:55:11,2025-09-04 07:55:11
346,Visit Details by School,លម្អិតការចូលរួមតាមសាលា,Visit Details by School,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
347,Teachers,គ្រូ,Teachers,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
348,Follow-up Required,ត្រូវការតាមដាន,Follow-up Required,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
349,Show Details,បង្ហាញលម្អិត,Show Details,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
350,Hide Details,លាក់លម្អិត,Hide Details,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
351,visits,ការចុះណែនាំ,visits,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
352,improvement,កែលម្អ,improvement,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
353,Correlation between Mentoring Visits and Performance Improvement,ការទាក់ទងគ្នារវាងការចុះណែនាំ និងការកែលម្អដំណើរការ,Correlation between Mentoring Visits and Performance Improvement,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
354,Number of Mentoring Visits,ចំនួនការចុះណែនាំ,Number of Mentoring Visits,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
355,Performance Improvement (Latest - Baseline),ការកែលម្អដំណើរការ (ចុងក្រោយ - មូលដ្ឋាន),Performance Improvement (Latest - Baseline),general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
356,Percentage of visits where class was in session,ភាគរយនៃការចុះទស្សនកិច្ចដែលថ្នាក់រៀនកំពុងបើក,Percentage of visits where class was in session,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
357,Percentage of teachers with session plans,ភាគរយនៃគ្រូដែលមានផែនការបង្រៀន,Percentage of teachers with session plans,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
358,Individual visit records during the selected period:,កំណត់ត្រាការចុះទស្សនកិច្ចបុគ្គលក្នុងអំឡុងពេលដែលបានជ្រើសរើស៖,Individual visit records during the selected period:,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
359,Date,កាលបរិច្ឆេទ,Date,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
360,Teacher,គ្រូ,Teacher,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
361,Session,សេស្យុង,Session,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
362,Follow-up,តាមដាន,Follow-up,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
363,Yes,បាទ/ចាស,Yes,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
364,No,ទេ,No,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
365,Start Date,កាលបរិច្ឆេទចាប់ផ្តើម,Start Date,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
366,End Date,កាលបរិច្ឆេទបញ្ចប់,End Date,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
367,Understanding Progress Tracking,យល់ដឹងការតាមដានវឌ្ឍនភាព,Understanding Progress Tracking,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
368,This report tracks individual student learning progress by comparing their baseline assessment with their most recent assessment (midline or endline). It shows:,របាយការណ៍នេះតាមដានវឌ្ឍនភាពការរៀនសូត្រសិស្សបុគ្គលដោយប្រៀបធៀបការវាយតម្លៃមូលដ្ឋានរបស់ពួកគេជាមួយការវាយតម្លៃចុងក្រោយបំផុតរបស់ពួកគេ (មុនពេលកណ្តាល ឬចុងក្រោយ)។ វាបង្ហាញ៖,This report tracks individual student learning progress by comparing their baseline assessment with their most recent assessment (midline or endline). It shows:,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
369,Students who improved to higher skill levels,សិស្សដែលបានកែលម្អទៅកម្រិតជំនាញខ្ពស់,Students who improved to higher skill levels,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
370,Students who maintained their skill level,សិស្សដែលរក្សាបានកម្រិតជំនាញរបស់ពួកគេ,Students who maintained their skill level,general,,t,2025-09-04 07:55:12,2025-09-04 07:55:12
371,Students whose performance declined,សិស្សដែលការអនុវត្តបានធ្លាក់ចុះ,Students whose performance declined,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
372,Score changes between assessment cycles,ការផ្លាស់ប្តូរពិន្ទុរវាងវដ្តវាយតម្លៃ,Score changes between assessment cycles,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
373,Compares skill levels between baseline and latest assessment,ប្រៀបធៀបកម្រិតជំនាញរវាងការវាយតម្លៃមូលដ្ឋាន និងចុងក្រោយ,Compares skill levels between baseline and latest assessment,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
374,Positive number = moved up levels (improved),លេខវិជ្ជមាន = បានឡើងកម្រិត (កែលម្អ),Positive number = moved up levels (improved),general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
375,Zero = stayed at same level (maintained),សូន្យ = នៅតែកម្រិតដដែល (រក្សាបាន),Zero = stayed at same level (maintained),general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
376,Negative number = moved down levels (declined),លេខអវិជ្ជមាន = ចុះកម្រិត (ធ្លាក់ចុះ),Negative number = moved down levels (declined),general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
410,of total,នៃសរុប,of total,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
377,Difference between latest score and baseline score,ភាពខុសគ្នារវាងពិន្ទុចុងក្រោយ និងពិន្ទុមូលដ្ឋាន,Difference between latest score and baseline score,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
378,Positive = score increased,វិជ្ជមាន = ពិន្ទុកើនឡើង,Positive = score increased,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
379,Zero = score stayed the same,សូន្យ = ពិន្ទុនៅដដែល,Zero = score stayed the same,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
380,Negative = score decreased,អវិជ្ជមាន = ពិន្ទុចុះទាប,Negative = score decreased,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
381,Current View,ទិដ្ឋភាពបច្ចុប្បន្ន,Current View,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
382,Tracking progress in,តាមដានវឌ្ឍនភាពក្នុង,Tracking progress in,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
383,for,សម្រាប់,for,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
384,Selected School,សាលាដែលបានជ្រើសរើស,Selected School,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
385,across all accessible schools,នៅទូទាំងសាលាដែលអាចចូលប្រើបាន,across all accessible schools,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
386,Only students with both baseline and follow-up assessments are included,មានតែសិស្សដែលមានការវាយតម្លៃមូលដ្ឋាន និងតាមដានប៉ុណ្ណោះដែលត្រូវបានរួមបញ្ចូល,Only students with both baseline and follow-up assessments are included,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
387,Individual Student Progress,វឌ្ឍនភាពសិស្សបុគ្គល,Individual Student Progress,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
388,Reading the Progress Table,ការអានតារាងវឌ្ឍនភាព,Reading the Progress Table,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
389,Baseline,មូលដ្ឋាន,Baseline,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
390,Initial skill level and score when first assessed,កម្រិតជំនាញ និងពិន្ទុដំបូងពេលវាយតម្លៃលើកដំបូង,Initial skill level and score when first assessed,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
391,Latest,ចុងក្រោយ,Latest,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
392,Most recent skill level and score (midline or endline),កម្រិតជំនាញ និងពិន្ទុថ្មីបំផុត (កណ្តាល ឬចុងក្រោយ),Most recent skill level and score (midline or endline),general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
393,Number of skill levels moved up (+) or down (-),ចំនួនកម្រិតជំនាញឡើង (+) ឬចុះ (-),Number of skill levels moved up (+) or down (-),general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
394,Numerical difference between latest and baseline scores,ភាពខុសគ្នាជាលេខរវាងពិន្ទុចុងក្រោយ និងមូលដ្ឋាន,Numerical difference between latest and baseline scores,general,,t,2025-09-04 07:55:13,2025-09-04 07:55:13
395,"Students are sorted by level improvement (most improved first), then by score change.",សិស្សត្រូវបានតម្រៀបតាមការកែលម្អកម្រិត (អ្នកកែលម្អបំផុតមុន) បន្ទាប់មកតាមការផ្លាស់ប្តូរពិន្ទុ។,"Students are sorted by level improvement (most improved first), then by score change.",general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
