id,student_id,assessment_id,cycle,subject,level,score,assessed_at,updated_by,action,previous_data,created_at,updated_at
5597,882,5261,endline,khmer,Nothing,8,2025-09-04,25,created,,2025-09-04 09:08:42,2025-09-04 09:08:42
5598,882,5262,endline,math,Addition,37,2025-08-04,25,created,,2025-09-04 09:08:42,2025-09-04 09:08:42
5599,883,5263,baseline,khmer,Words,32,2024-12-04,25,created,,2025-09-04 09:08:42,2025-09-04 09:08:42
5600,883,5264,baseline,math,Numbers,24,2024-12-04,25,created,,2025-09-04 09:08:42,2025-09-04 09:08:42
5601,883,5265,midline,khmer,Paragraph,47,2025-06-04,25,created,,2025-09-04 09:08:42,2025-09-04 09:08:42
5602,883,5266,midline,math,Addition,28,2025-05-04,25,created,,2025-09-04 09:08:42,2025-09-04 09:08:42
5603,883,5267,endline,khmer,Comp. 2,97,2025-09-04,25,created,,2025-09-04 09:08:42,2025-09-04 09:08:42
5604,883,5268,endline,math,Division,84,2025-07-04,25,created,,2025-09-04 09:08:42,2025-09-04 09:08:42
5605,884,5269,baseline,khmer,Words,40,2025-01-04,24,created,,2025-09-04 09:08:42,2025-09-04 09:08:42
5606,884,5270,baseline,math,Addition,32,2024-12-04,24,created,,2025-09-04 09:08:42,2025-09-04 09:08:42
5607,884,5271,midline,khmer,Words,28,2025-06-04,24,created,,2025-09-04 09:08:42,2025-09-04 09:08:42
5608,884,5272,midline,math,Subtraction,47,2025-04-04,24,created,,2025-09-04 09:08:42,2025-09-04 09:08:42
5609,884,5273,endline,khmer,Story,66,2025-08-04,24,created,,2025-09-04 09:08:42,2025-09-04 09:08:42
5610,884,5274,endline,math,Addition,34,2025-09-04,24,created,,2025-09-04 09:08:43,2025-09-04 09:08:43
5611,885,5275,baseline,khmer,Letters,23,2025-02-04,24,created,,2025-09-04 09:08:43,2025-09-04 09:08:43
5612,885,5276,baseline,math,Numbers,11,2025-03-04,24,created,,2025-09-04 09:08:43,2025-09-04 09:08:43
5613,885,5277,midline,khmer,Paragraph,53,2025-06-04,24,created,,2025-09-04 09:08:43,2025-09-04 09:08:43
5614,885,5278,midline,math,Addition,33,2025-06-04,24,created,,2025-09-04 09:08:43,2025-09-04 09:08:43
5615,885,5279,endline,khmer,Story,75,2025-07-04,24,created,,2025-09-04 09:08:43,2025-09-04 09:08:43
5616,885,5280,endline,math,Division,84,2025-07-04,24,created,,2025-09-04 09:08:43,2025-09-04 09:08:43
5617,886,5281,baseline,khmer,Letters,14,2024-11-04,24,created,,2025-09-04 09:08:43,2025-09-04 09:08:43
5618,886,5282,baseline,math,Numbers,22,2024-10-04,24,created,,2025-09-04 09:08:43,2025-09-04 09:08:43
5619,886,5283,midline,khmer,Paragraph,50,2025-03-04,24,created,,2025-09-04 09:08:43,2025-09-04 09:08:43
5620,886,5284,midline,math,Subtraction,42,2025-06-04,24,created,,2025-09-04 09:08:43,2025-09-04 09:08:43
5621,886,5285,endline,khmer,Words,29,2025-08-04,24,created,,2025-09-04 09:08:43,2025-09-04 09:08:43
5622,886,5286,endline,math,Subtraction,53,2025-06-04,24,created,,2025-09-04 09:08:43,2025-09-04 09:08:43
5623,887,5287,baseline,khmer,Nothing,7,2024-12-04,24,created,,2025-09-04 09:08:43,2025-09-04 09:08:43
5624,887,5288,baseline,math,Nothing,1,2024-09-04,24,created,,2025-09-04 09:08:44,2025-09-04 09:08:44
5625,887,5289,midline,khmer,Paragraph,45,2025-03-04,24,created,,2025-09-04 09:08:44,2025-09-04 09:08:44
5626,887,5290,midline,math,Subtraction,52,2025-04-04,24,created,,2025-09-04 09:08:44,2025-09-04 09:08:44
5627,887,5291,endline,khmer,Words,33,2025-08-04,24,created,,2025-09-04 09:08:44,2025-09-04 09:08:44
5628,887,5292,endline,math,Division,80,2025-07-04,24,created,,2025-09-04 09:08:44,2025-09-04 09:08:44
5629,888,5293,baseline,khmer,Nothing,10,2025-01-04,24,created,,2025-09-04 09:08:44,2025-09-04 09:08:44
5630,888,5294,baseline,math,Nothing,6,2024-11-04,24,created,,2025-09-04 09:08:44,2025-09-04 09:08:44
5631,888,5295,midline,khmer,Words,35,2025-05-04,24,created,,2025-09-04 09:08:45,2025-09-04 09:08:45
5632,888,5296,midline,math,Addition,28,2025-04-04,24,created,,2025-09-04 09:08:45,2025-09-04 09:08:45
5633,888,5297,endline,khmer,Letters,15,2025-08-04,24,created,,2025-09-04 09:08:45,2025-09-04 09:08:45
5634,888,5298,endline,math,Nothing,6,2025-07-04,24,created,,2025-09-04 09:08:45,2025-09-04 09:08:45
5635,889,5299,baseline,khmer,Nothing,9,2024-12-04,24,created,,2025-09-04 09:08:45,2025-09-04 09:08:45
5636,889,5300,baseline,math,Nothing,10,2024-10-04,24,created,,2025-09-04 09:08:45,2025-09-04 09:08:45
5637,889,5301,midline,khmer,Letters,25,2025-05-04,24,created,,2025-09-04 09:08:45,2025-09-04 09:08:45
5638,889,5302,midline,math,Multiplication,60,2025-04-04,24,created,,2025-09-04 09:08:45,2025-09-04 09:08:45
5639,889,5303,endline,khmer,Words,39,2025-06-04,24,created,,2025-09-04 09:08:45,2025-09-04 09:08:45
5640,889,5304,endline,math,Division,81,2025-06-04,24,created,,2025-09-04 09:08:45,2025-09-04 09:08:45
5641,890,5305,baseline,khmer,Nothing,8,2024-09-04,24,created,,2025-09-04 09:08:45,2025-09-04 09:08:45
5642,890,5306,baseline,math,Nothing,5,2025-01-04,24,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5643,890,5307,midline,khmer,Story,72,2025-04-04,24,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5644,890,5308,midline,math,Nothing,3,2025-03-04,24,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5645,890,5309,endline,khmer,Story,74,2025-08-04,24,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5646,890,5310,endline,math,Multiplication,67,2025-09-04,24,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5647,891,5311,baseline,khmer,Letters,21,2025-03-04,25,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5648,891,5312,baseline,math,Numbers,22,2024-12-04,25,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5649,891,5313,midline,khmer,Words,29,2025-03-04,25,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5650,891,5314,midline,math,Addition,37,2025-03-04,25,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5651,891,5315,endline,khmer,Letters,10,2025-07-04,25,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5652,891,5316,endline,math,Multiplication,68,2025-09-04,25,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5653,892,5317,baseline,khmer,Words,37,2024-11-04,25,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5654,892,5318,baseline,math,Addition,35,2025-01-04,25,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5655,892,5319,midline,khmer,Words,27,2025-06-04,25,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5656,892,5320,midline,math,Multiplication,59,2025-06-04,25,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5657,892,5321,endline,khmer,Words,28,2025-07-04,25,created,,2025-09-04 09:08:46,2025-09-04 09:08:46
5658,892,5322,endline,math,Addition,33,2025-06-04,25,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5659,893,5323,baseline,khmer,Words,39,2024-11-04,25,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5660,893,5324,baseline,math,Numbers,12,2025-03-04,25,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5661,893,5325,midline,khmer,Paragraph,54,2025-04-04,25,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5662,893,5326,midline,math,Addition,40,2025-03-04,25,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5663,893,5327,endline,khmer,Story,61,2025-09-04,25,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5664,893,5328,endline,math,Multiplication,60,2025-06-04,25,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5665,894,5329,baseline,khmer,Nothing,9,2024-10-04,25,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5666,894,5330,baseline,math,Addition,25,2024-10-04,25,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5667,894,5331,midline,khmer,Paragraph,53,2025-05-04,25,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5668,894,5332,midline,math,Nothing,4,2025-06-04,25,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5669,894,5333,endline,khmer,Nothing,3,2025-06-04,25,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5670,894,5334,endline,math,Addition,35,2025-07-04,25,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5671,895,5335,baseline,khmer,Nothing,1,2025-02-04,24,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5672,895,5336,baseline,math,Numbers,14,2024-11-04,24,created,,2025-09-04 09:08:47,2025-09-04 09:08:47
5673,895,5337,midline,khmer,Letters,25,2025-06-04,24,created,,2025-09-04 09:08:48,2025-09-04 09:08:48
5674,895,5338,midline,math,Numbers,16,2025-04-04,24,created,,2025-09-04 09:08:48,2025-09-04 09:08:48
5675,895,5339,endline,khmer,Story,73,2025-06-04,24,created,,2025-09-04 09:08:48,2025-09-04 09:08:48
5676,895,5340,endline,math,Addition,35,2025-06-04,24,created,,2025-09-04 09:08:48,2025-09-04 09:08:48
5677,896,5341,baseline,khmer,Letters,12,2024-11-04,25,created,,2025-09-04 09:08:48,2025-09-04 09:08:48
5678,896,5342,baseline,math,Addition,35,2025-01-04,25,created,,2025-09-04 09:08:48,2025-09-04 09:08:48
5679,896,5343,midline,khmer,Nothing,8,2025-05-04,25,created,,2025-09-04 09:08:48,2025-09-04 09:08:48
5680,896,5344,midline,math,Addition,25,2025-06-04,25,created,,2025-09-04 09:08:48,2025-09-04 09:08:48
5681,896,5345,endline,khmer,Comp. 2,97,2025-09-04,25,created,,2025-09-04 09:08:48,2025-09-04 09:08:48
5682,896,5346,endline,math,Addition,25,2025-07-04,25,created,,2025-09-04 09:08:48,2025-09-04 09:08:48
5683,897,5347,baseline,khmer,Letters,22,2024-10-04,25,created,,2025-09-04 09:08:48,2025-09-04 09:08:48
5684,897,5348,baseline,math,Addition,26,2024-12-04,25,created,,2025-09-04 09:08:48,2025-09-04 09:08:48
5685,897,5349,midline,khmer,Words,25,2025-05-04,25,created,,2025-09-04 09:08:48,2025-09-04 09:08:48
5686,897,5350,midline,math,Addition,37,2025-05-04,25,created,,2025-09-04 09:08:48,2025-09-04 09:08:48
5687,897,5351,endline,khmer,Comp. 1,78,2025-07-04,25,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5688,897,5352,endline,math,Division,83,2025-08-04,25,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5689,898,5353,baseline,khmer,Nothing,3,2024-12-04,25,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5690,898,5354,baseline,math,Addition,37,2024-10-04,25,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5691,898,5355,midline,khmer,Letters,13,2025-06-04,25,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5692,898,5356,midline,math,Nothing,0,2025-04-04,25,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5693,898,5357,endline,khmer,Comp. 2,93,2025-09-04,25,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5694,898,5358,endline,math,Word Problems,85,2025-07-04,25,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5695,899,5359,baseline,khmer,Letters,16,2024-09-04,26,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5696,899,5360,baseline,math,Addition,26,2024-09-04,26,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5697,899,5361,midline,khmer,Story,69,2025-05-04,26,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5698,899,5362,midline,math,Subtraction,44,2025-03-04,26,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5699,899,5363,endline,khmer,Comp. 1,76,2025-07-04,26,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5700,899,5364,endline,math,Numbers,24,2025-07-04,26,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5701,900,5365,baseline,khmer,Words,34,2025-02-04,26,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5702,900,5366,baseline,math,Numbers,15,2025-03-04,26,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5703,900,5367,midline,khmer,Story,63,2025-05-04,26,created,,2025-09-04 09:08:49,2025-09-04 09:08:49
5704,900,5368,midline,math,Subtraction,55,2025-05-04,26,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5705,900,5369,endline,khmer,Nothing,6,2025-09-04,26,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5706,900,5370,endline,math,Nothing,2,2025-06-04,26,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5707,901,5371,baseline,khmer,Letters,19,2024-10-04,25,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5708,901,5372,baseline,math,Addition,36,2024-12-04,25,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5709,901,5373,midline,khmer,Letters,23,2025-03-04,25,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5710,901,5374,midline,math,Numbers,16,2025-06-04,25,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5711,901,5375,endline,khmer,Story,62,2025-06-04,25,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5712,901,5376,endline,math,Nothing,9,2025-07-04,25,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5713,902,5377,baseline,khmer,Letters,24,2025-01-04,26,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5714,902,5378,baseline,math,Addition,28,2025-01-04,26,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5715,902,5379,midline,khmer,Words,34,2025-06-04,26,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5716,902,5380,midline,math,Numbers,11,2025-03-04,26,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5717,902,5381,endline,khmer,Comp. 2,97,2025-08-04,26,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5718,902,5382,endline,math,Addition,37,2025-09-04,26,created,,2025-09-04 09:08:50,2025-09-04 09:08:50
5719,903,5383,baseline,khmer,Nothing,7,2024-10-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5720,903,5384,baseline,math,Addition,34,2024-11-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5721,903,5385,midline,khmer,Words,34,2025-04-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5722,903,5386,midline,math,Numbers,20,2025-04-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5723,903,5387,endline,khmer,Story,67,2025-07-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5724,903,5388,endline,math,Subtraction,48,2025-09-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5725,904,5389,baseline,khmer,Words,26,2024-10-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5726,904,5390,baseline,math,Numbers,23,2024-10-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5727,904,5391,midline,khmer,Story,75,2025-03-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5728,904,5392,midline,math,Nothing,4,2025-06-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5729,904,5393,endline,khmer,Words,31,2025-08-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5730,904,5394,endline,math,Subtraction,45,2025-08-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5731,905,5395,baseline,khmer,Words,33,2024-09-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5732,905,5396,baseline,math,Addition,39,2024-12-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5733,905,5397,midline,khmer,Paragraph,46,2025-06-04,24,created,,2025-09-04 09:08:51,2025-09-04 09:08:51
5734,905,5398,midline,math,Addition,26,2025-06-04,24,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5735,905,5399,endline,khmer,Paragraph,52,2025-08-04,24,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5736,905,5400,endline,math,Word Problems,93,2025-09-04,24,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5737,906,5401,baseline,khmer,Words,28,2024-12-04,25,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5738,906,5402,baseline,math,Addition,29,2024-12-04,25,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5739,906,5403,midline,khmer,Paragraph,60,2025-06-04,25,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5740,906,5404,midline,math,Subtraction,41,2025-06-04,25,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5741,906,5405,endline,khmer,Words,34,2025-07-04,25,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5742,906,5406,endline,math,Multiplication,57,2025-07-04,25,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5743,907,5407,baseline,khmer,Words,38,2025-01-04,24,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5744,907,5408,baseline,math,Nothing,5,2024-12-04,24,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5745,907,5409,midline,khmer,Words,37,2025-03-04,24,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5746,907,5410,midline,math,Nothing,7,2025-05-04,24,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5747,907,5411,endline,khmer,Words,39,2025-07-04,24,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5748,907,5412,endline,math,Addition,26,2025-09-04,24,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5749,908,5413,baseline,khmer,Words,35,2025-01-04,25,created,,2025-09-04 09:08:52,2025-09-04 09:08:52
5750,908,5414,baseline,math,Addition,36,2024-09-04,25,created,,2025-09-04 09:08:53,2025-09-04 09:08:53
5751,908,5415,midline,khmer,Words,33,2025-04-04,25,created,,2025-09-04 09:08:53,2025-09-04 09:08:53
5752,908,5416,midline,math,Addition,40,2025-04-04,25,created,,2025-09-04 09:08:53,2025-09-04 09:08:53
5753,908,5417,endline,khmer,Comp. 1,83,2025-09-04,25,created,,2025-09-04 09:08:53,2025-09-04 09:08:53
5754,908,5418,endline,math,Addition,28,2025-07-04,25,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5755,909,5419,baseline,khmer,Nothing,5,2024-10-04,24,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5756,909,5420,baseline,math,Addition,27,2025-02-04,24,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5757,909,5421,midline,khmer,Letters,22,2025-06-04,24,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5758,909,5422,midline,math,Addition,35,2025-05-04,24,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5759,909,5423,endline,khmer,Nothing,6,2025-09-04,24,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5760,909,5424,endline,math,Subtraction,51,2025-07-04,24,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5761,910,5425,baseline,khmer,Nothing,9,2025-01-04,26,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5762,910,5426,baseline,math,Numbers,19,2024-12-04,26,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5763,910,5427,midline,khmer,Words,31,2025-05-04,26,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5764,910,5428,midline,math,Multiplication,64,2025-03-04,26,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5765,910,5429,endline,khmer,Nothing,7,2025-06-04,26,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5766,910,5430,endline,math,Addition,37,2025-07-04,26,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5767,911,5431,baseline,khmer,Words,28,2025-02-04,24,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5768,911,5432,baseline,math,Nothing,2,2025-01-04,24,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5769,911,5433,midline,khmer,Letters,23,2025-05-04,24,created,,2025-09-04 09:08:54,2025-09-04 09:08:54
5770,911,5434,midline,math,Numbers,20,2025-05-04,24,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5771,911,5435,endline,khmer,Story,69,2025-08-04,24,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5772,911,5436,endline,math,Multiplication,57,2025-08-04,24,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5773,912,5437,baseline,khmer,Nothing,3,2024-12-04,24,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5774,912,5438,baseline,math,Nothing,6,2025-02-04,24,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5775,912,5439,midline,khmer,Words,31,2025-05-04,24,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5776,912,5440,midline,math,Addition,37,2025-04-04,24,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5777,912,5441,endline,khmer,Comp. 1,76,2025-08-04,24,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5778,912,5442,endline,math,Multiplication,66,2025-06-04,24,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5779,913,5443,baseline,khmer,Nothing,3,2024-11-04,25,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5780,913,5444,baseline,math,Addition,40,2025-01-04,25,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5781,913,5445,midline,khmer,Letters,22,2025-06-04,25,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5782,913,5446,midline,math,Numbers,10,2025-06-04,25,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5783,913,5447,endline,khmer,Story,71,2025-07-04,25,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5784,913,5448,endline,math,Multiplication,63,2025-06-04,25,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5785,914,5449,baseline,khmer,Words,34,2025-02-04,24,created,,2025-09-04 09:08:55,2025-09-04 09:08:55
5786,914,5450,baseline,math,Numbers,22,2025-02-04,24,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5787,914,5451,midline,khmer,Nothing,2,2025-06-04,24,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5788,914,5452,midline,math,Subtraction,46,2025-06-04,24,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5789,914,5453,endline,khmer,Comp. 2,91,2025-08-04,24,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5790,914,5454,endline,math,Subtraction,43,2025-06-04,24,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5791,915,5455,baseline,khmer,Words,26,2025-01-04,25,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5792,915,5456,baseline,math,Numbers,24,2024-10-04,25,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5793,915,5457,midline,khmer,Words,36,2025-05-04,25,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5794,915,5458,midline,math,Numbers,20,2025-06-04,25,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5795,915,5459,endline,khmer,Letters,18,2025-06-04,25,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5796,915,5460,endline,math,Numbers,21,2025-08-04,25,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5797,916,5461,baseline,khmer,Nothing,2,2024-12-04,25,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5798,916,5462,baseline,math,Numbers,15,2024-10-04,25,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5799,916,5463,midline,khmer,Nothing,4,2025-06-04,25,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5800,916,5464,midline,math,Multiplication,59,2025-05-04,25,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5801,916,5465,endline,khmer,Letters,24,2025-09-04,25,created,,2025-09-04 09:08:56,2025-09-04 09:08:56
5802,916,5466,endline,math,Word Problems,92,2025-09-04,25,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5803,917,5467,baseline,khmer,Letters,22,2024-11-04,24,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5804,917,5468,baseline,math,Addition,35,2025-01-04,24,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5805,917,5469,midline,khmer,Nothing,7,2025-04-04,24,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5806,917,5470,midline,math,Addition,40,2025-05-04,24,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5807,917,5471,endline,khmer,Paragraph,54,2025-06-04,24,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5808,917,5472,endline,math,Word Problems,91,2025-07-04,24,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5809,918,5473,baseline,khmer,Letters,16,2024-12-04,24,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5810,918,5474,baseline,math,Numbers,10,2025-02-04,24,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5811,918,5475,midline,khmer,Letters,10,2025-03-04,24,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5812,918,5476,midline,math,Subtraction,40,2025-06-04,24,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5813,918,5477,endline,khmer,Nothing,2,2025-07-04,24,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5814,918,5478,endline,math,Nothing,0,2025-06-04,24,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5815,919,5479,baseline,khmer,Nothing,2,2024-12-04,26,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5816,919,5480,baseline,math,Nothing,8,2025-01-04,26,created,,2025-09-04 09:08:57,2025-09-04 09:08:57
5817,919,5481,midline,khmer,Paragraph,40,2025-04-04,26,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5818,919,5482,midline,math,Addition,40,2025-05-04,26,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5819,919,5483,endline,khmer,Words,33,2025-09-04,26,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5820,919,5484,endline,math,Subtraction,50,2025-07-04,26,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5821,920,5485,baseline,khmer,Letters,11,2024-10-04,26,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5822,920,5486,baseline,math,Numbers,14,2024-12-04,26,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5823,920,5487,midline,khmer,Letters,12,2025-03-04,26,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5824,920,5488,midline,math,Addition,27,2025-03-04,26,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5825,920,5489,endline,khmer,Story,64,2025-08-04,26,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5826,920,5490,endline,math,Addition,29,2025-06-04,26,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5827,921,5491,baseline,khmer,Letters,23,2024-09-04,25,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5828,921,5492,baseline,math,Nothing,10,2025-02-04,25,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5829,921,5493,midline,khmer,Words,28,2025-06-04,25,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5830,921,5494,midline,math,Addition,28,2025-06-04,25,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5831,921,5495,endline,khmer,Comp. 2,90,2025-06-04,25,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
5832,921,5496,endline,math,Word Problems,87,2025-07-04,25,created,,2025-09-04 09:08:58,2025-09-04 09:08:58
